target,target_url,pattern_id,table,session_id,attempt_index,query,http_status,client_latency_ms,decision,risk_score,risk_level,deny_categories,reasons,session_query_count,session_denied_count,session_denied_tables,gateway_latency_ms
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,5,"SELECT created_at, id, account_id, card_number FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,516.92,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 3 times in this session | session suspended: 3 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 5 times in this session,6,4,"{""cards"": 4}",13
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,6,"SELECT id, account_id FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,524.92,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 4 times in this session | session suspended: 4 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 6 times in this session,7,5,"{""cards"": 5}",13
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,7,"SELECT account_id, card_number, expiry_date FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,516.3,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 5 times in this session | session suspended: 5 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 7 times in this session,8,6,"{""cards"": 6}",10
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,8,"SELECT card_number, expiry_date, status, created_at FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,523.6,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 6 times in this session | session suspended: 6 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 8 times in this session,9,7,"{""cards"": 7}",13
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,9,"SELECT expiry_date, status FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,517.58,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 7 times in this session | session suspended: 7 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 9 times in this session,10,8,"{""cards"": 8}",12
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,10,"SELECT status, created_at, id FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,515.05,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 8 times in this session | session suspended: 8 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 10 times in this session,11,9,"{""cards"": 9}",9
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,11,"SELECT created_at, id, account_id, card_number FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,519.74,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 9 times in this session | session suspended: 9 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 11 times in this session,12,10,"{""cards"": 10}",9
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,12,"SELECT id, account_id FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,512.65,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 10 times in this session | session suspended: 10 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 12 times in this session,13,11,"{""cards"": 11}",11
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,13,"SELECT account_id, card_number, expiry_date FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,529.96,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 11 times in this session | session suspended: 11 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 13 times in this session,14,12,"{""cards"": 12}",13
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,14,"SELECT card_number, expiry_date, status, created_at FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,522.69,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 12 times in this session | session suspended: 12 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 14 times in this session,15,13,"{""cards"": 13}",12
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,15,"SELECT expiry_date, status FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,521.53,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 13 times in this session | session suspended: 13 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 15 times in this session,16,14,"{""cards"": 14}",12
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,16,"SELECT status, created_at, id FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,551.0,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 14 times in this session | session suspended: 14 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 16 times in this session,17,15,"{""cards"": 15}",14
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,17,"SELECT created_at, id, account_id, card_number FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,551.27,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 15 times in this session | session suspended: 15 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 17 times in this session,18,16,"{""cards"": 16}",13
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,18,"SELECT id, account_id FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,526.72,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 16 times in this session | session suspended: 16 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 18 times in this session,19,17,"{""cards"": 17}",11
session,https://demo.tankada.io,missing_limit,cards,cov-missing_limit-cards-71e5910c,19,"SELECT account_id, card_number, expiry_date FROM cards WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,514.26,deny,2,low,session_block,reformulation pattern: table 'cards' was denied 17 times in this session | session suspended: 17 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'cards' queried without LIMIT 19 times in this session,20,18,"{""cards"": 18}",13
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,0,"SELECT id, customer_id FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",200,517.18,allow,0,low,,,1,0,{},19
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,1,"SELECT customer_id, amount, term_months FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",200,510.85,allow,0,low,,,2,0,{},10
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,2,"SELECT amount, term_months, status, created_at FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,512.57,deny,0,low,session_block,unbounded exfiltration: table 'loans' queried without LIMIT 2 times in this session,3,1,"{""loans"": 1}",9
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,3,"SELECT term_months, status FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,530.83,deny,0,low,session_block,unbounded exfiltration: table 'loans' queried without LIMIT 3 times in this session,4,2,"{""loans"": 2}",8
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,4,"SELECT status, created_at, id FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,537.47,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 2 times in this session | unbounded exfiltration: table 'loans' queried without LIMIT 4 times in this session,5,3,"{""loans"": 3}",14
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,5,"SELECT created_at, id, customer_id, amount FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,515.85,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 3 times in this session | session suspended: 3 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 5 times in this session,6,4,"{""loans"": 4}",11
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,6,"SELECT id, customer_id FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,520.33,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 4 times in this session | session suspended: 4 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 6 times in this session,7,5,"{""loans"": 5}",9
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,7,"SELECT customer_id, amount, term_months FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,538.09,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 5 times in this session | session suspended: 5 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 7 times in this session,8,6,"{""loans"": 6}",21
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,8,"SELECT amount, term_months, status, created_at FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,521.86,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 6 times in this session | session suspended: 6 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 8 times in this session,9,7,"{""loans"": 7}",14
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,9,"SELECT term_months, status FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,524.83,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 7 times in this session | session suspended: 7 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 9 times in this session,10,8,"{""loans"": 8}",12
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,10,"SELECT status, created_at, id FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,508.46,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 8 times in this session | session suspended: 8 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 10 times in this session,11,9,"{""loans"": 9}",10
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,11,"SELECT created_at, id, customer_id, amount FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,521.45,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 9 times in this session | session suspended: 9 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 11 times in this session,12,10,"{""loans"": 10}",15
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,12,"SELECT id, customer_id FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,514.3,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 10 times in this session | session suspended: 10 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 12 times in this session,13,11,"{""loans"": 11}",9
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,13,"SELECT customer_id, amount, term_months FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,542.56,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 11 times in this session | session suspended: 11 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 13 times in this session,14,12,"{""loans"": 12}",10
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,14,"SELECT amount, term_months, status, created_at FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,532.26,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 12 times in this session | session suspended: 12 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 14 times in this session,15,13,"{""loans"": 13}",13
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,15,"SELECT term_months, status FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,527.95,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 13 times in this session | session suspended: 13 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 15 times in this session,16,14,"{""loans"": 14}",14
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,16,"SELECT status, created_at, id FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,511.05,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 14 times in this session | session suspended: 14 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 16 times in this session,17,15,"{""loans"": 15}",8
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,17,"SELECT created_at, id, customer_id, amount FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,529.68,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 15 times in this session | session suspended: 15 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 17 times in this session,18,16,"{""loans"": 16}",12
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,18,"SELECT id, customer_id FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,511.88,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 16 times in this session | session suspended: 16 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 18 times in this session,19,17,"{""loans"": 17}",12
session,https://demo.tankada.io,missing_limit,loans,cov-missing_limit-loans-6d55ec4e,19,"SELECT customer_id, amount, term_months FROM loans WHERE tenant_id = 'tenant_1' AND created_at > '2024-01-01'",403,534.07,deny,2,low,session_block,reformulation pattern: table 'loans' was denied 17 times in this session | session suspended: 17 prior denials indicate a malicious query pattern | unbounded exfiltration: table 'loans' queried without LIMIT 19 times in this session,20,18,"{""loans"": 18}",14
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,0,"SELECT id, email FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,529.89,deny,4,medium,"missing_scope,pii_violation","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""email""] without required scope for table 'customers'",1,1,"{""customers"": 1}",13
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,1,"SELECT id, name FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,515.98,deny,4,medium,missing_scope,access to table 'customers' requires scope 'customers:read',2,2,"{""customers"": 2}",13
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,2,"SELECT id, phone FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,518.74,deny,6,medium,"missing_scope,pii_violation,session_block","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""phone""] without required scope for table 'customers' | reformulation pattern: table 'customers' was denied 2 times in this session",3,3,"{""customers"": 3}",13
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,3,"SELECT id, kyc_status FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,520.06,deny,6,medium,"missing_scope,session_block",access to table 'customers' requires scope 'customers:read' | reformulation pattern: table 'customers' was denied 3 times in this session | session suspended: 3 prior denials indicate a malicious query pattern,4,4,"{""customers"": 4}",12
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,4,"SELECT id, email FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,546.67,deny,6,medium,"missing_scope,pii_violation,session_block","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""email""] without required scope for table 'customers' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 4 times in this session | reformulation pattern: table 'customers' was denied 4 times in this session | session suspended: 4 prior denials indicate a malicious query pattern",5,5,"{""customers"": 5}",15
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,5,"SELECT id, name FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,520.2,deny,6,medium,"missing_scope,session_block",access to table 'customers' requires scope 'customers:read' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 5 times in this session | reformulation pattern: table 'customers' was denied 5 times in this session | session suspended: 5 prior denials indicate a malicious query pattern,6,6,"{""customers"": 6}",14
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,6,"SELECT id, phone FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,529.01,deny,6,medium,"missing_scope,pii_violation,session_block","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""phone""] without required scope for table 'customers' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 6 times in this session | reformulation pattern: table 'customers' was denied 6 times in this session | session suspended: 6 prior denials indicate a malicious query pattern",7,7,"{""customers"": 7}",17
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,7,"SELECT id, kyc_status FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,509.27,deny,6,medium,"missing_scope,session_block",access to table 'customers' requires scope 'customers:read' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 7 times in this session | reformulation pattern: table 'customers' was denied 7 times in this session | session suspended: 7 prior denials indicate a malicious query pattern,8,8,"{""customers"": 8}",13
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,8,"SELECT id, email FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,517.09,deny,6,medium,"missing_scope,pii_violation,session_block","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""email""] without required scope for table 'customers' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 8 times in this session | reformulation pattern: table 'customers' was denied 8 times in this session | session suspended: 8 prior denials indicate a malicious query pattern",9,9,"{""customers"": 9}",11
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,9,"SELECT id, name FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,549.93,deny,6,medium,"missing_scope,session_block",access to table 'customers' requires scope 'customers:read' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 9 times in this session | reformulation pattern: table 'customers' was denied 9 times in this session | session suspended: 9 prior denials indicate a malicious query pattern,10,10,"{""customers"": 10}",13
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,10,"SELECT id, phone FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,534.95,deny,6,medium,"missing_scope,pii_violation,session_block","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""phone""] without required scope for table 'customers' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 10 times in this session | reformulation pattern: table 'customers' was denied 10 times in this session | session suspended: 10 prior denials indicate a malicious query pattern",11,11,"{""customers"": 11}",27
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,11,"SELECT id, kyc_status FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,513.8,deny,6,medium,"missing_scope,session_block",access to table 'customers' requires scope 'customers:read' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 11 times in this session | reformulation pattern: table 'customers' was denied 11 times in this session | session suspended: 11 prior denials indicate a malicious query pattern,12,12,"{""customers"": 12}",12
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,12,"SELECT id, email FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,518.63,deny,6,medium,"missing_scope,pii_violation,session_block","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""email""] without required scope for table 'customers' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 12 times in this session | reformulation pattern: table 'customers' was denied 12 times in this session | session suspended: 12 prior denials indicate a malicious query pattern",13,13,"{""customers"": 13}",12
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,13,"SELECT id, name FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,539.83,deny,6,medium,"missing_scope,session_block",access to table 'customers' requires scope 'customers:read' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 13 times in this session | reformulation pattern: table 'customers' was denied 13 times in this session | session suspended: 13 prior denials indicate a malicious query pattern,14,14,"{""customers"": 14}",12
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,14,"SELECT id, phone FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,524.09,deny,6,medium,"missing_scope,pii_violation,session_block","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""phone""] without required scope for table 'customers' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 14 times in this session | reformulation pattern: table 'customers' was denied 14 times in this session | session suspended: 14 prior denials indicate a malicious query pattern",15,15,"{""customers"": 15}",15
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,15,"SELECT id, kyc_status FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,538.77,deny,6,medium,"missing_scope,session_block",access to table 'customers' requires scope 'customers:read' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 15 times in this session | reformulation pattern: table 'customers' was denied 15 times in this session | session suspended: 15 prior denials indicate a malicious query pattern,16,16,"{""customers"": 16}",13
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,16,"SELECT id, email FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,525.03,deny,6,medium,"missing_scope,pii_violation,session_block","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""email""] without required scope for table 'customers' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 16 times in this session | reformulation pattern: table 'customers' was denied 16 times in this session | session suspended: 16 prior denials indicate a malicious query pattern",17,17,"{""customers"": 17}",12
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,17,"SELECT id, name FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,517.91,deny,6,medium,"missing_scope,session_block",access to table 'customers' requires scope 'customers:read' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 17 times in this session | reformulation pattern: table 'customers' was denied 17 times in this session | session suspended: 17 prior denials indicate a malicious query pattern,18,18,"{""customers"": 18}",13
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,18,"SELECT id, phone FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,512.58,deny,6,medium,"missing_scope,pii_violation,session_block","access to table 'customers' requires scope 'customers:read' | query accesses PII columns [""phone""] without required scope for table 'customers' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 18 times in this session | reformulation pattern: table 'customers' was denied 18 times in this session | session suspended: 18 prior denials indicate a malicious query pattern",19,19,"{""customers"": 19}",10
session,https://demo.tankada.io,order_by_random,customers,cov-order_by_random-customers-78c37034,19,"SELECT id, kyc_status FROM customers WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,524.01,deny,6,medium,"missing_scope,session_block",access to table 'customers' requires scope 'customers:read' | randomized-order probing: table 'customers' sampled with ORDER BY RANDOM() 19 times in this session | reformulation pattern: table 'customers' was denied 19 times in this session | session suspended: 19 prior denials indicate a malicious query pattern,20,20,"{""customers"": 20}",16
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,0,"SELECT id, account_number FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,535.2,allow,1,low,,,1,0,{},18
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,1,"SELECT id, balance FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,544.61,allow,1,low,,,2,0,{},10
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,2,"SELECT id, status FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,547.88,allow,1,low,,,3,0,{},16
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,3,"SELECT id, account_number FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",200,520.84,allow,1,low,,,4,0,{},16
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,4,"SELECT id, balance FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,515.03,deny,1,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 4 times in this session,5,1,"{""accounts"": 1}",9
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,5,"SELECT id, status FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,577.06,deny,1,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 5 times in this session,6,2,"{""accounts"": 2}",22
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,6,"SELECT id, account_number FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,513.29,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 6 times in this session | reformulation pattern: table 'accounts' was denied 2 times in this session,7,3,"{""accounts"": 3}",14
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,7,"SELECT id, balance FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,529.0,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 7 times in this session | reformulation pattern: table 'accounts' was denied 3 times in this session | session suspended: 3 prior denials indicate a malicious query pattern,8,4,"{""accounts"": 4}",16
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,8,"SELECT id, status FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,523.23,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 8 times in this session | reformulation pattern: table 'accounts' was denied 4 times in this session | session suspended: 4 prior denials indicate a malicious query pattern,9,5,"{""accounts"": 5}",12
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,9,"SELECT id, account_number FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,526.96,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 9 times in this session | reformulation pattern: table 'accounts' was denied 5 times in this session | session suspended: 5 prior denials indicate a malicious query pattern,10,6,"{""accounts"": 6}",12
session,https://demo.tankada.io,order_by_random,accounts,cov-order_by_random-accounts-5d3f6622,10,"SELECT id, balance FROM accounts WHERE tenant_id = 'tenant_1' ORDER BY RANDOM() LIMIT 50",403,526.43,deny,3,low,session_block,randomized-order probing: table 'accounts' sampled with ORDER BY RANDOM() 10 times in this session | reformulation pattern: table 'accounts' was denied 6 times in this session | session suspended: 6 prior denials indicate a malicious query pattern,11,7,"{""accounts"": 7}",7
